,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
691,2019_H12,2019_138_H12,2019_1_H12,H12,2019_1,2019,2019_138,Hedge,1,6,0.033058667,2,3,2,1,,138,432.7,CIL,NA,CIL_NA,0,2,0,2,0.017631462,0.035317548,0.190986294,1.236955384
697,2019_H14,2019_138_H14,2019_1_H14,H14,2019_1,2019,2019_138,Hedge,1,7,0.05193016,2,4,3,1,,138,432.7,CIL,NA,CIL_NA,0,3,0,3,0.054439292,0.165612226,0.514935274,4.981364495
706,2019_H2,2019_138_H2,2019_1_H2,H2,2019_1,2019,2019_138,Hedge,1,13,0.76733964,3,4,1,3,,138,432.7,CIL,NA,CIL_NA,0,1,0,1,0.015186752,0.026734957,0.166890638,0.952385195
709,2019_H3,2019_138_H3,2019_1_H3,H3,2019_1,2019,2019_138,Hedge,1,12,0.06176162,7,8,5,3,,138,432.7,MA,2020,MA_2020,2,3,0,5,0.021030117,0.044040655,0.227569193,1.537606857
719,2019_H6,2019_138_H6,2019_1_H6,H6,2019_1,2019,2019_138,Hedge,1,12,0.259334913,3,9,9,0,,138,432.7,CIL,NA,CIL_NA,2,7,0,9,0.177962597,0.56121935,1.784440491,18.04894321
728,2019_H9,2019_138_H9,2019_1_H9,H9,2019_1,2019,2019_138,Hedge,1,7,0.046239367,3,3,1,2,,138,432.7,MA,2020,MA_2020,0,1,0,1,0.179931512,0.557001779,1.845667008,18.32595473
486,2019_CF4,2019_142_CF4,2019_1_CF4,CF4,2019_1,2019,2019_142,Field Margin,1,7,0.003696593,0,0,0,0,,142,466.4,COL,NA,COL_NA,0,0,0,0,0.001955717,0.006195636,0.085294072,0.294333837
491,2019_CF5,2019_142_CF5,2019_1_CF5,CF5,2019_1,2019,2019_142,Field Margin,1,8,0.107358847,1,2,2,0,,142,466.4,COL,NA,COL_NA,2,0,0,2,0.074730277,0.161359389,0.635399731,4.914076065
493,2019_CF6,2019_142_CF6,2019_1_CF6,CF6,2019_1,2019,2019_142,Field Margin,1,4,0.01710256,4,12,1,11,,142,466.4,COL,NA,COL_NA,1,0,0,1,0.053040651,0.099214972,0.451613963,3.213714181
495,2019_CF7,2019_142_CF7,2019_1_CF7,CF7,2019_1,2019,2019_142,Field Margin,1,5,0.01785962,0,0,0,0,,142,466.4,COL,NA,COL_NA,0,0,0,0,0.017380507,0.039771509,0.208979434,1.283371214
558,2019_CR1,2019_142_CR1,2019_1_CR1,CR1,2019_1,2019,2019_142,Road Verge,1,7,0.0055202,13,18,0,18,,142,466.4,COL,NA,COL_NA,0,0,0,0,0.154912003,0.331797888,1.245203815,10.01469174
564,2019_CR2,2019_142_CR2,2019_1_CR2,CR2,2019_1,2019,2019_142,Road Verge,1,13,0.14157176,1,4,4,0,,142,466.4,COL,NA,COL_NA,0,4,0,4,0.1767473,0.373102373,1.431331932,11.34826829
589,2019_CW1,2019_142_CW1,2019_1_CW1,CW1,2019_1,2019,2019_142,Water Retention Site,1,9,0.939405013,11,20,9,11,,142,466.4,COL,NA,COL_NA,4,5,3,6,0.138322564,0.325184035,1.149760518,9.587606422
599,2019_CW2,2019_142_CW2,2019_1_CW2,CW2,2019_1,2019,2019_142,Water Retention Site,1,18,0.70458798,1,1,0,1,,142,466.4,COL,NA,COL_NA,0,0,0,0,0.072440952,0.144464517,0.670054941,4.652293722
557,2019_CP9,2019_143_CP9,2019_1_CP9,CP9,2019_1,2019,2019_143,Pasture,1,7,0.249719287,0,0,0,0,,143,477.5,COL,NA,COL_NA,0,0,0,0,0.02237043,0.042193537,0.310055892,1.546684746
575,2019_CR5,2019_143_CR5,2019_1_CR5,CR5,2019_1,2019,2019_143,Road Verge,1,13,0.372620927,4,6,5,1,,143,477.5,COL,NA,COL_NA,1,4,0,5,0.023975329,0.047336584,0.242873043,1.470626496
578,2019_CR6,2019_143_CR6,2019_1_CR6,CR6,2019_1,2019,2019_143,Road Verge,1,9,0.06055036,2,2,2,0,,143,477.5,COL,NA,COL_NA,1,1,0,2,0.022399696,0.042313384,0.311090199,1.550664771
645,2019_F19,2019_143_F19,2019_1_F19,F19,2019_1,2019,2019_143,Field Margin,1,9,0.044552853,0,0,0,0,,143,477.5,CIL,NA,CIL_NA,0,0,0,0,0.059653517,0.145136846,0.545179301,3.987875778
660,2019_F3,2019_143_F3,2019_1_F3,F3,2019_1,2019,2019_143,Field Margin,1,8,0.16699896,3,4,0,4,,143,477.5,MA,2021,MA_2021,0,0,0,0,0.189116397,0.485772269,1.635158335,13.11240552
768,2019_P23,2019_143_P23,2019_1_P23,P23,2019_1,2019,2019_143,Pasture,1,5,0.745499933,1,1,0,1,,143,477.5,CIL,NA,CIL_NA,0,0,0,0,0.20407432,0.62936018,1.889065836,16.83137275
798,2019_R11,2019_143_R11,2019_1_R11,R11,2019_1,2019,2019_143,Road Verge,1,18,0.056095273,0,0,0,0,,143,477.5,CIL,NA,CIL_NA,0,0,0,0,0.178198763,0.407948582,1.530859202,11.21903049
806,2019_R13,2019_143_R13,2019_1_R13,R13,2019_1,2019,2019_143,Road Verge,1,11,0.052388047,1,1,1,0,,143,477.5,CIL,NA,CIL_NA,0,1,1,0,0.028000494,0.066890601,0.305309903,1.924395352
809,2019_R14,2019_143_R14,2019_1_R14,R14,2019_1,2019,2019_143,Road Verge,1,14,0.869525533,3,3,1,2,,143,477.5,MA,2020,MA_2020,1,0,0,1,0.029805523,0.066020701,0.332497897,1.989310325
871,2019_S6,2019_143_S6,2019_1_S6,S6,2019_1,2019,2019_143,Species Rich Grassland,1,10,0.121598373,2,2,2,0,,143,477.5,CIL,NA,CIL_NA,1,1,0,2,0.228439102,0.664429615,2.073523602,17.81245917
875,2019_S7,2019_143_S7,2019_1_S7,S7,2019_1,2019,2019_143,Species Rich Grassland,1,12,3.54982654,6,28,24,0,,143,477.5,CIL,NA,CIL_NA,14,10,2,22,0.217762089,0.654661104,2.010934356,17.51092827
908,2019_W17,2019_143_W17,2019_1_W17,W17,2019_1,2019,2019_143,Water Retention Site,1,19,0.964223347,3,7,1,4,,143,477.5,CIL,NA,CIL_NA,0,1,0,1,0.237488583,0.736379918,2.214644602,19.66522003
919,2019_W20,2019_143_W20,2019_1_W20,W20,2019_1,2019,2019_143,Water Retention Site,1,11,0.321517787,9,11,2,9,,143,477.5,MA,2020,MA_2020,0,2,0,2,0.212256034,0.563014318,1.843498807,15.1378483
925,2019_W22,2019_143_W22,2019_1_W22,W22,2019_1,2019,2019_143,Water Retention Site,1,11,0.43072419,8,13,2,11,,143,477.5,CIL,NA,CIL_NA,1,1,0,2,0.044499126,0.100099569,0.404944721,2.821786389
811,2019_R15,2019_144_R15,2019_1_R15,R15,2019_1,2019,2019_144,Road Verge,1,17,0.21941134,3,3,2,1,,144,489.3,MA,2020,MA_2020,1,1,0,2,0.188262116,0.623332395,2.011258725,16.5383614
868,2019_S5,2019_144_S5,2019_1_S5,S5,2019_1,2019,2019_144,Species Rich Grassland,1,17,2.728967467,6,18,16,2,,144,489.3,CIL,NA,CIL_NA,13,3,1,15,0.174448835,0.576214964,1.868890068,15.30608259
910,2019_W18,2019_144_W18,2019_1_W18,W18,2019_1,2019,2019_144,Water Retention Site,1,29,0.372037067,7,15,3,12,,144,489.3,MA,2020,MA_2020,0,3,0,3,0.150844965,0.467403831,1.557067045,12.39174868
551,2019_CP7,2019_145_CP7,2019_1_CP7,CP7,2019_1,2019,2019_145,Pasture,1,12,0.886448993,7,10,6,4,,145,497.8,COL,NA,COL_NA,2,4,2,4,0.101376561,0.247340778,1.201907003,6.647258917
615,2019_F1,2019_145_F1,2019_1_F1,F1,2019_1,2019,2019_145,Field Margin,1,4,0.0085127,0,0,0,0,,145,497.8,MA,2021,MA_2021,0,0,0,0,0.010186869,0.027599235,0.1869041,0.843175977
648,2019_F2,2019_145_F2,2019_1_F2,F2,2019_1,2019,2019_145,Field Margin,1,4,0.01593506,1,1,1,0,,145,497.8,CIL,NA,CIL_NA,0,1,0,1,0.024940478,0.065122336,0.324800849,1.750121639
775,2019_P4,2019_146_P4,2019_1_P4,P4,2019_1,2019,2019_146,Pasture,1,12,0.9018466,7,12,7,5,,146,509,CIL,NA,CIL_NA,4,3,0,7,0.532969439,1.218188878,5.007012756,32.71102743
838,2019_R5,2019_146_R5,2019_1_R5,R5,2019_1,2019,2019_146,Road Verge,1,7,0.010340373,0,0,0,0,,146,509,MA,2020,MA_2020,0,0,0,0,0.301192975,0.41734825,2.09552232,10.71294869
528,2019_CP1,2019_147_CP1,2019_1_CP1,CP1,2019_1,2019,2019_147,Pasture,1,12,3.130823207,2,3,1,2,,147,519,COL,NA,COL_NA,0,1,0,1,0.256816686,0.414826175,2.245508912,10.41934535
653,2019_F20,2019_147_F20,2019_1_F20,F20,2019_1,2019,2019_147,Field Margin,1,13,0.10549496,2,2,2,0,,147,519,CIL,NA,CIL_NA,1,1,0,2,0.328820913,0.646851667,3.292360717,17.53151806
781,2019_P6,2019_147_P6,2019_1_P6,P6,2019_1,2019,2019_147,Pasture,1,10,0.38504896,9,15,2,13,,147,519,CIL,NA,CIL_NA,0,2,1,1,0.393017828,0.864482316,4.208616269,23.89374035
865,2019_S4,2019_147_S4,2019_1_S4,S4,2019_1,2019,2019_147,Species Rich Grassland,1,14,0.744927213,8,17,14,3,,147,519,CIL,NA,CIL_NA,2,12,6,8,0.521819757,1.190011244,5.466918175,32.38374693
916,2019_W2,2019_147_W2,2019_1_W2,W2,2019_1,2019,2019_147,Water Retention Site,1,16,0.559650333,4,4,1,3,,147,519,CIL,NA,CIL_NA,0,1,0,1,0.410410565,0.887491156,4.261163375,24.20036805
618,2019_F10,2019_149_F10,2019_1_F10,F10,2019_1,2019,2019_149,Field Margin,1,3,0.021821767,1,1,0,1,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.06821937,0.090499154,0.557546707,2.308290876
622,2019_F11,2019_149_F11,2019_1_F11,F11,2019_1,2019,2019_149,Field Margin,1,3,0.040440353,1,1,1,0,,149,534,CIL,NA,CIL_NA,1,0,0,1,0.000322415,0.005084607,0.083931551,0.245889115
676,2019_F8,2019_149_F8,2019_1_F8,F8,2019_1,2019,2019_149,Field Margin,1,7,0.014752667,1,1,1,0,,149,534,CIL,NA,CIL_NA,1,0,0,1,0.197129792,0.223233594,1.35403217,5.195826023
679,2019_F9,2019_149_F9,2019_1_F9,F9,2019_1,2019,2019_149,Field Margin,1,0,0,0,0,0,0,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.023842814,0.055424479,0.429717338,1.910730078
746,2019_P16,2019_149_P16,2019_1_P16,P16,2019_1,2019,2019_149,Pasture,1,11,0.273701753,2,2,0,2,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.06257654,0.200023404,1.136544433,6.240650078
845,2019_R7,2019_149_R7,2019_1_R7,R7,2019_1,2019,2019_149,Road Verge,1,12,0.029586947,0,0,0,0,,149,534,MA,2020,MA_2020,0,0,0,0,0.14871363,0.623438397,2.905355994,18.35510437
892,2019_W12,2019_149_W12,2019_1_W12,W12,2019_1,2019,2019_149,Water Retention Site,1,22,0.5015125,12,12,3,9,,149,534,CIL,NA,CIL_NA,1,2,1,2,0.042564257,0.11144185,0.851167998,3.867539955
895,2019_W13,2019_149_W13,2019_1_W13,W13,2019_1,2019,2019_149,Water Retention Site,1,19,0.62904964,6,6,3,3,,149,534,MA,2020,MA_2020,0,3,1,2,0.312265228,0.354224177,2.300504603,8.576467702
899,2019_W14,2019_149_W14,2019_1_W14,W14,2019_1,2019,2019_149,Water Retention Site,1,14,0.09152382,3,4,0,4,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.083196045,0.10520498,0.848341013,3.026382447
901,2019_W15,2019_149_W15,2019_1_W15,W15,2019_1,2019,2019_149,Water Retention Site,1,11,0.066769247,3,5,0,5,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.039203748,0.057219464,0.565246229,1.979667146
904,2019_W16,2019_149_W16,2019_1_W16,W16,2019_1,2019,2019_149,Water Retention Site,1,21,0.06891616,6,13,0,13,,149,534,CIL,NA,CIL_NA,0,0,0,0,0.105590689,0.127756589,0.861290151,3.251053158
932,2019_W4,2019_149_W4,2019_1_W4,W4,2019_1,2019,2019_149,Water Retention Site,1,22,0.428331613,5,5,3,2,,149,534,MA,2020,MA_2020,0,3,0,3,0.056691783,0.17126447,1.022486955,5.434710256
632,2019_F14,2019_150_F14,2019_1_F14,F14,2019_1,2019,2019_150,Field Margin,1,15,0.198925967,0,0,0,0,,150,545.2,CIL,NA,CIL_NA,0,0,0,0,0.000344108,0.004827868,0.081913828,0.241710006
638,2019_F16,2019_150_F16,2019_1_F16,F16,2019_1,2019,2019_150,Field Margin,1,1,0.000106133,0,0,0,0,,150,545.2,CIL,NA,CIL_NA,0,0,0,0,0.897216621,1.122235155,7.05350123,31.15897053
741,2019_P14,2019_150_P14,2019_1_P14,P14,2019_1,2019,2019_150,Pasture,1,23,2.58828432,5,8,1,7,,150,545.2,CIL,NA,CIL_NA,0,1,0,1,0.656083802,1.003578285,5.89583852,28.2662264
754,2019_P19,2019_150_P19,2019_1_P19,P19,2019_1,2019,2019_150,Pasture,1,16,2.506139573,3,5,4,1,,150,545.2,CIL,NA,CIL_NA,0,4,2,2,0.755365677,0.718844782,4.892430924,19.02872729
795,2019_R10,2019_150_R10,2019_1_R10,R10,2019_1,2019,2019_150,Road Verge,1,13,0.084921233,1,1,1,0,,150,545.2,CIL,NA,CIL_NA,1,0,0,1,0.000511636,0.0066161,0.108977951,0.326226121
819,2019_R18,2019_150_R18,2019_1_R18,R18,2019_1,2019,2019_150,Road Verge,1,9,0.020361593,0,0,0,0,,150,545.2,MA,2020,MA_2020,0,0,0,0,0.537102834,0.8310261,4.967510911,23.69035588
849,2019_R9,2019_150_R9,2019_1_R9,R9,2019_1,2019,2019_150,Road Verge,1,13,0.06142736,2,2,1,1,,150,545.2,CIL,NA,CIL_NA,0,1,0,1,0.001099073,0.008518271,0.137171146,0.424844692
889,2019_W11,2019_150_W11,2019_1_W11,W11,2019_1,2019,2019_150,Water Retention Site,1,18,0.1564486,1,1,1,0,,150,545.2,CIL,NA,CIL_NA,1,0,0,1,0.208333255,0.162792775,1.299657422,4.348414669
625,2019_F12,2019_151_F12,2019_1_F12,F12,2019_1,2019,2019_151,Field Margin,1,9,0.93113702,6,11,1,10,,151,557.5,CIL,NA,CIL_NA,1,0,0,1,0.019077066,0.130691785,0.815691081,4.328127933
635,2019_F15,2019_151_F15,2019_1_F15,F15,2019_1,2019,2019_151,Field Margin,1,11,1.052169327,2,8,8,0,,151,557.5,CIL,NA,CIL_NA,6,2,2,6,0.017208489,0.148583048,0.810079286,4.622708533
656,2019_F21,2019_151_F21,2019_1_F21,F21,2019_1,2019,2019_151,Field Margin,1,6,0.016532333,2,9,2,7,,151,557.5,CIL,NA,CIL_NA,2,0,0,2,0.102789143,0.882551314,4.598346239,27.10775459
748,2019_P17,2019_151_P17,2019_1_P17,P17,2019_1,2019,2019_151,Pasture,1,15,1.26431492,4,8,1,7,,151,557.5,CIL,NA,CIL_NA,1,0,0,1,0.086664341,0.742407135,3.889926258,22.83668501
772,2019_P24,2019_151_P24,2019_1_P24,P24,2019_1,2019,2019_151,Pasture,1,18,7.98725886,6,18,12,6,,151,557.5,MA,2020,MA_2020,8,4,3,9,0.108910911,0.933052509,4.864649281,28.66602743
877,2019_S8,2019_151_S8,2019_1_S8,S8,2019_1,2019,2019_151,Species Rich Grassland,1,17,0.528017307,2,5,5,0,,151,557.5,CIL,NA,CIL_NA,1,4,4,1,0.109408103,0.937034965,4.883931573,28.78656395
887,2019_W10,2019_151_W10,2019_1_W10,W10,2019_1,2019,2019_151,Water Retention Site,1,8,0.040016813,4,4,1,3,,151,557.5,MA,2020,MA_2020,0,1,0,1,0.006071198,0.014410491,0.231559322,0.801621742
629,2019_F13,2019_154_F13,2019_1_F13,F13,2019_1,2019,2019_154,Field Margin,1,18,0.14607424,2,2,2,0,,154,606.2,MA,2020,MA_2020,1,1,1,1,0.017685546,0.021555746,0.373235048,1.248404606
640,2019_F17,2019_154_F17,2019_1_F17,F17,2019_1,2019,2019_154,Field Margin,1,14,1.5387844,1,1,0,1,,154,606.2,CIL,NA,CIL_NA,0,0,0,0,0.002723371,0.004032841,0.097689465,0.307849058
659,2019_F22,2019_154_F22,2019_1_F22,F22,2019_1,2019,2019_154,Field Margin,1,11,1.009331987,4,6,5,1,,154,606.2,MA,2020,MA_2020,3,2,0,5,0.002421109,0.004187287,0.115235513,0.329793491
791,2019_P9,2019_154_P9,2019_1_P9,P9,2019_1,2019,2019_154,Pasture,1,6,0.332401873,1,1,0,1,,154,606.2,MA,2020,MA_2020,0,0,0,0,0.098319882,0.356502555,3.792829093,9.844530382
794,2019_R1,2019_154_R1,2019_1_R1,R1,2019_1,2019,2019_154,Road Verge,1,20,0.301971447,1,6,6,0,,154,606.2,CIL,NA,CIL_NA,0,6,0,6,0.091588645,0.333312026,3.552298207,9.241048492
914,2019_W19,2019_154_W19,2019_1_W19,W19,2019_1,2019,2019_154,Water Retention Site,1,12,0.384770733,3,10,0,10,,154,606.2,MA,2020,MA_2020,0,0,0,0,0.021838464,0.056727806,0.714833951,1.953465175
933,2019_W5,2019_154_W5,2019_1_W5,W5,2019_1,2019,2019_154,Water Retention Site,1,20,0.311945087,6,8,1,7,,154,606.2,CIL,NA,CIL_NA,0,1,0,1,0.107030248,0.38941964,4.136185078,10.69339732
945,2019_W9,2019_154_W9,2019_1_W9,W9,2019_1,2019,2019_154,Water Retention Site,1,16,0.06140442,3,6,1,5,,154,606.2,CIL,NA,CIL_NA,1,0,0,1,0.010453732,0.012956745,0.237002145,0.80455726
472,2019_CF1,2019_155_CF1,2019_1_CF1,CF1,2019_1,2019,2019_155,Field Margin,1,17,0.13520588,2,3,3,0,,155,621.4,COL,NA,COL_NA,1,2,0,3,0.034423575,0.148801094,1.551877432,4.791860627
475,2019_CF10,2019_155_CF10,2019_1_CF10,CF10,2019_1,2019,2019_155,Field Margin,1,2,0.00729442,1,5,5,0,,155,621.4,COL,NA,COL_NA,5,0,0,5,0.046233405,0.251539502,2.011907298,9.03823704
479,2019_CF12,2019_155_CF12,2019_1_CF12,CF12,2019_1,2019,2019_155,Field Margin,1,5,1.204128907,4,9,2,7,,155,621.4,COL,NA,COL_NA,1,1,0,2,0.017506231,0.057408327,0.744029675,1.833703432
538,2019_CP3,2019_155_CP3,2019_1_CP3,CP3,2019_1,2019,2019_155,Pasture,1,15,0.493074927,6,14,11,3,,155,621.4,COL,NA,COL_NA,2,9,7,4,0.025514737,0.078247979,1.050495349,2.624870072
584,2019_CR8,2019_155_CR8,2019_1_CR8,CR8,2019_1,2019,2019_155,Road Verge,1,16,0.1753047,2,2,2,0,,155,621.4,COL,NA,COL_NA,1,1,0,2,0.014150716,0.020645439,0.373916646,1.130715779
587,2019_CR9,2019_155_CR9,2019_1_CR9,CR9,2019_1,2019,2019_155,Road Verge,1,30,0.434158767,5,10,3,7,,155,621.4,COL,NA,COL_NA,2,1,0,3,0.027796076,0.072053669,0.944141974,2.565897824
601,2019_CW4,2019_155_CW4,2019_1_CW4,CW4,2019_1,2019,2019_155,Water Retention Site,1,13,0.3188978,4,4,1,3,,155,621.4,COL,NA,COL_NA,1,0,0,1,0.014998516,0.028909462,0.462156687,1.282506105
603,2019_CW5,2019_155_CW5,2019_1_CW5,CW5,2019_1,2019,2019_155,Water Retention Site,1,27,0.64487198,10,10,1,9,,155,621.4,COL,NA,COL_NA,1,0,0,1,0.016790333,0.025934894,0.396281621,1.334418609
643,2019_F18,2019_156_F18,2019_1_F18,F18,2019_1,2019,2019_156,Field Margin,1,8,0.015654247,2,3,1,2,,156,634.8,CIL,NA,CIL_NA,0,1,0,1,0.010306859,0.013520142,0.292050951,0.849229409
731,2019_P1,2019_156_P1,2019_1_P1,P1,2019_1,2019,2019_156,Pasture,1,12,0.394391233,3,4,1,3,,156,634.8,CIL,NA,CIL_NA,1,0,0,1,0.139175799,0.771179392,8.015827097,27.84442765
736,2019_P11,2019_156_P11,2019_1_P11,P11,2019_1,2019,2019_156,Pasture,1,13,0.204237313,5,7,4,3,,156,634.8,CIL,NA,CIL_NA,2,2,0,4,0.11085335,0.459833642,6.267570273,14.97590383
739,2019_P12,2019_156_P12,2019_1_P12,P12,2019_1,2019,2019_156,Pasture,1,18,0.762820007,5,6,5,1,,156,634.8,CIL,NA,CIL_NA,2,3,1,4,0.144020758,0.719470742,8.192441508,25.2448622
803,2019_R12,2019_156_R12,2019_1_R12,R12,2019_1,2019,2019_156,Road Verge,1,14,0.1603689,6,7,5,2,,156,634.8,MA,2020,MA_2020,1,4,1,4,0.137803331,0.686701658,7.822063512,24.13665865
848,2019_R8,2019_156_R8,2019_1_R8,R8,2019_1,2019,2019_156,Road Verge,1,14,0.088510167,3,4,3,1,,156,634.8,CIL,NA,CIL_NA,1,2,0,3,0.010391946,0.013696737,0.297948782,0.864961101
861,2019_S3,2019_156_S3,2019_1_S3,S3,2019_1,2019,2019_156,Species Rich Grassland,1,16,0.54555894,5,10,2,8,,156,634.8,CIL,NA,CIL_NA,2,0,0,2,0.102371573,0.559116156,5.845622329,20.32537778
942,2019_W8,2019_156_W8,2019_1_W8,W8,2019_1,2019,2019_156,Water Retention Site,1,16,0.888691753,5,12,7,5,,156,634.8,CIL,NA,CIL_NA,5,2,0,7,0.013293158,0.029352328,0.49500795,1.32459071
481,2019_CF13,2019_157_CF13,2019_1_CF13,CF13,2019_1,2019,2019_157,Field Margin,1,6,0.716559847,1,4,4,0,,157,643.6,COL,NA,COL_NA,0,4,0,4,0.01230242,0.016626472,0.405426985,1.124086034
569,2019_CR3,2019_157_CR3,2019_1_CR3,CR3,2019_1,2019,2019_157,Road Verge,1,15,0.045787293,0,0,0,0,,157,643.6,COL,NA,COL_NA,0,0,0,0,0.002766416,0.005040508,0.185207485,0.511793456
572,2019_CR4,2019_157_CR4,2019_1_CR4,CR4,2019_1,2019,2019_157,Road Verge,1,16,0.125836387,1,1,1,0,,157,643.6,COL,NA,COL_NA,1,0,0,1,0.008813843,0.013307217,0.267516119,0.713881437
594,2019_CW11,2019_157_CW11,2019_1_CW11,CW11,2019_1,2019,2019_157,Water Retention Site,1,19,0.4884839,6,17,4,13,,157,643.6,COL,NA,COL_NA,2,2,0,4,0.014043485,0.018914347,0.456888418,1.272777427
760,2019_P20,2019_157_P20,2019_1_P20,P20,2019_1,2019,2019_157,Pasture,1,5,0.053295867,0,0,0,0,,157,643.6,MA,2020,MA_2020,0,0,0,0,0.167405284,0.372708488,6.191901974,15.22371555
788,2019_P8,2019_157_P8,2019_1_P8,P8,2019_1,2019,2019_157,Pasture,1,3,0.004580667,0,0,0,0,,157,643.6,MA,2020,MA_2020,0,0,0,0,0.135310522,0.285782948,5.004953228,11.69102895
938,2019_W6,2019_157_W6,2019_1_W6,W6,2019_1,2019,2019_157,Water Retention Site,1,9,0.103367687,0,0,0,0,,157,643.6,CIL,NA,CIL_NA,0,0,0,0,0.189015497,0.395260639,6.808632224,16.0184135
941,2019_W7,2019_157_W7,2019_1_W7,W7,2019_1,2019,2019_157,Water Retention Site,1,17,0.40606734,2,5,5,0,,157,643.6,MA,2020,MA_2020,1,4,4,1,0.068795985,0.140551142,2.498075686,5.82228844
484,2019_CF3,2019_158_CF3,2019_1_CF3,CF3,2019_1,2019,2019_158,Field Margin,1,12,0.0288505,0,0,0,0,,158,654.1,COL,NA,COL_NA,0,0,0,0,0.023310982,0.044555551,0.798063832,2.135974471
536,2019_CP2,2019_158_CP2,2019_1_CP2,CP2,2019_1,2019,2019_158,Pasture,1,6,1.682827867,5,14,11,3,,158,654.1,COL,NA,COL_NA,1,10,10,1,0.102395411,0.220970426,3.948427555,9.835092904
552,2019_CP8,2019_158_CP8,2019_1_CP8,CP8,2019_1,2019,2019_158,Pasture,1,9,0.53535016,6,8,3,5,,158,654.1,COL,NA,COL_NA,2,1,1,2,0.118237818,0.296825352,4.721538373,12.91710868
860,2019_S2,2019_158_S2,2019_1_S2,S2,2019_1,2019,2019_158,Species Rich Grassland,1,13,0.213551053,4,4,1,3,,158,654.1,CIL,NA,CIL_NA,0,1,1,0,0.156257639,0.590950704,6.91429811,24.64997545
498,2019_CF8,2019_162_CF8,2019_2_CF8,CF8,2019_2,2019,2019_162,Field Margin,2,16,1.392506767,6,21,19,2,,162,696.1,COL,NA,COL_NA,8,11,10,9,0.090001438,0.203040083,2.991944188,9.797197392
501,2019_CF9,2019_162_CF9,2019_1_CF9,CF9,2019_1,2019,2019_162,Field Margin,1,5,0.018842,1,1,1,0,,162,696.1,COL,NA,COL_NA,1,0,0,1,0.044961918,0.06735926,1.788618039,3.942352852
542,2019_CP4,2019_162_CP4,2019_1_CP4,CP4,2019_1,2019,2019_162,Pasture,1,4,0.555640133,1,1,1,0,,162,696.1,COL,NA,COL_NA,0,1,0,1,0.191507072,0.285620313,7.591302861,16.67840701
544,2019_CP5,2019_162_CP5,2019_2_CP5,CP5,2019_2,2019,2019_162,Pasture,2,6,0.006168553,0,0,0,0,,162,696.1,COL,NA,COL_NA,0,0,0,0,0.112627527,0.273130481,3.658475998,12.68356768
561,2019_CR10,2019_162_CR10,2019_2_CR10,CR10,2019_2,2019,2019_162,Road Verge,2,18,0.109692727,0,0,0,0,,162,696.1,COL,NA,COL_NA,0,0,0,0,0.020754832,0.033516764,0.860893648,1.984633734
593,2019_CW10,2019_162_CW10,2019_2_CW10,CW10,2019_2,2019,2019_162,Water Retention Site,2,22,0.15898088,3,3,2,1,,162,696.1,COL,NA,COL_NA,0,2,1,1,0.071240631,0.164607577,2.438194266,8.027678647
611,2019_CW8,2019_162_CW8,2019_2_CW8,CW8,2019_2,2019,2019_162,Water Retention Site,2,14,0.104203407,0,0,0,0,,162,696.1,COL,NA,COL_NA,0,0,0,0,0.072180335,0.170789017,2.645568695,8.268910365
614,2019_CW9,2019_162_CW9,2019_2_CW9,CW9,2019_2,2019,2019_162,Water Retention Site,2,17,0.441043927,3,4,2,2,,162,696.1,COL,NA,COL_NA,1,1,0,2,0.009980582,0.031169556,0.641973255,1.716364869
766,2019_P22,2019_163_P22,2019_2_P22,P22,2019_2,2019,2019_163,Pasture,2,8,0.094321273,2,3,3,0,,163,706.2,CIL,NA,CIL_NA,2,1,1,2,0.059507248,0.087057085,2.471207176,5.339097484
924,2019_W22,2019_163_W22,2019_2_W22,W22,2019_2,2019,2019_163,Water Retention Site,2,18,0.41380486,1,2,2,0,,163,706.2,CIL,NA,CIL_NA,2,0,0,2,0.030282445,0.045853773,1.284973922,2.821786389
661,2019_F3,2019_164_F3,2019_2_F3,F3,2019_2,2019,2019_164,Field Margin,2,8,0.277809467,2,5,5,0,,164,717.1,MA,2021,MA_2021,4,1,0,5,0.137010708,0.244406183,5.116279226,13.11240552
664,2019_F4,2019_164_F4,2019_2_F4,F4,2019_2,2019,2019_164,Field Margin,2,11,0.07484966,0,0,0,0,,164,717.1,MA,2021,MA_2021,0,0,0,0,0.017523475,0.026929604,0.834309538,1.807990779
779,2019_P5,2019_164_P5,2019_2_P5,P5,2019_2,2019,2019_164,Pasture,2,16,1.368722027,5,19,16,3,,164,717.1,CIL,NA,CIL_NA,2,14,13,3,0.188146144,0.360560936,6.588079684,18.56340337
